timestamp,strategy,side,trade_price,best_bid,best_ask,b_hat,a_hat,Q,cash,pnl
1767082891.4270701,ADAPTIVE,SELL,1460,1460,1470,1459.109090909091,1469.290909090909,7,161450.0,171705.0
1767082891.428069,ADAPTIVE,BUY,160,155,160,150.86603773584906,162.73396226415096,8,161290.0,162550.0
1767082891.430065,ADAPTIVE,BUY,950,945,950,940.2,953.2,9,160340.0,168867.5
1767082891.4330604,ADAPTIVE,BUY,540,535,540,531.6,541.6,10,159800.0,165175.0
1767082891.4350562,ADAPTIVE,SELL,345,345,350,339.1136363636364,353.8863636363636,9,160145.0,163272.5
1767082891.4370515,ADAPTIVE,BUY,135,130,135,126.14999999999999,137.04999999999998,10,160010.0,161335.0
1767082891.4390497,ADAPTIVE,SELL,2585,2585,2595,2583.25,2594.75,9,162595.0,185905.0
1767082891.4400506,ADAPTIVE,BUY,170,165,170,160.6,172.6,10,162425.0,164100.0
1767082891.4420455,ADAPTIVE,SELL,195,195,200,189.7941176470588,203.2058823529412,9,162620.0,164397.5
1767082891.4440422,ADAPTIVE,BUY,215,210,215,206.38048780487804,216.81951219512194,10,162405.0,164530.0
1767082891.4460394,ADAPTIVE,SELL,95,95,100,89.77384615384615,103.22615384615385,9,162500.0,163377.5
1767082891.448036,ADAPTIVE,BUY,140,135,140,130.84096385542168,142.3590361445783,10,162360.0,163735.0
1767082891.450033,ADAPTIVE,SELL,290,290,295,284.50558659217876,298.49441340782124,9,162650.0,165282.5
1767082891.4520333,ADAPTIVE,SELL,190,190,195,184.89460580912862,198.30539419087137,8,162840.0,164380.0
1767082891.4540288,ADAPTIVE,BUY,230,225,230,221.7,231.7,9,162610.0,164657.5
1767082891.4560232,ADAPTIVE,BUY,175,170,175,165.54594594594593,177.65405405405406,10,162435.0,164160.0
1767082891.458022,ADAPTIVE,SELL,170,170,180,168.625,179.375,9,162605.0,164180.0
1767082891.4600182,ADAPTIVE,SELL,1975,1975,1985,1973.7341463414634,1984.4658536585364,8,164580.0,180420.0
1767082891.4620116,ADAPTIVE,SELL,160,160,165,154.24545454545452,169.15454545454546,7,164740.0,165877.5
1767082891.46401,ADAPTIVE,BUY,175,170,175,165.88000000000002,177.72,8,164565.0,165945.0
1767082891.4670053,ADAPTIVE,BUY,335,330,335,325.8237911025145,337.57620889748546,9,164230.0,167222.5
1767082891.4690046,ADAPTIVE,SELL,165,165,170,159.021875,174.178125,8,164395.0,165735.0
1767082891.4710011,ADAPTIVE,SELL,765,765,775,763.6,774.8000000000001,7,165160.0,170550.0
1767082891.4720018,ADAPTIVE,BUY,165,160,165,156.14285714285717,167.45714285714286,8,164995.0,166295.0
1767082891.4748948,ADAPTIVE,SELL,130,130,135,124.63467336683418,138.7653266331658,7,165125.0,166052.5
1767082891.4768934,ADAPTIVE,SELL,250,250,255,244.74736842105264,258.85263157894735,6,165375.0,166890.0
1767082891.4788895,ADAPTIVE,BUY,185,180,185,175.48823529411766,188.31176470588235,7,165190.0,166467.5
1767082891.4806209,ADAPTIVE,SELL,360,360,370,358.7135338345865,369.88646616541354,6,165550.0,167740.0
1767082891.483415,ADAPTIVE,SELL,305,305,310,299.7571428571428,314.04285714285714,5,165855.0,167392.5
1767082891.4861526,ADAPTIVE,SELL,150,150,155,144.9438202247191,159.0561797752809,4,166005.0,166615.0
1767082891.4884737,ADAPTIVE,BUY,105,100,105,96.37569479535118,107.82430520464881,5,165900.0,166412.5
1767082891.4900131,ADAPTIVE,BUY,390,385,390,380.52054794520546,393.47945205479454,6,165510.0,167835.0
1767082891.5960345,ADAPTIVE,BUY,185,180,185,175.94366812227074,187.85633187772927,7,165325.0,166602.5
1767082891.5970364,ADAPTIVE,BUY,480,475,480,471.1703703703704,482.42962962962963,8,164845.0,168665.0
1767082891.5986025,ADAPTIVE,BUY,585,580,585,575.0150684931507,588.3849315068494,9,164260.0,169502.5
1767082891.5986025,ADAPTIVE,BUY,110,105,110,101.3487684729064,111.85123152709359,10,164150.0,165225.0
1767082891.5986025,ADAPTIVE,SELL,95,95,100,89.79251700680273,103.20748299319727,9,164245.0,165122.5
1767082891.5986025,ADAPTIVE,BUY,275,270,275,266.4663366336634,276.73366336633666,10,163970.0,166695.0
1767082891.5986025,ADAPTIVE,SELL,665,665,675,663.6769230769231,674.3230769230769,9,164635.0,170665.0
1767082891.5986025,ADAPTIVE,BUY,845,840,845,835.6,847.6,10,163790.0,172215.0
1767082891.5986025,ADAPTIVE,SELL,2685,2685,2695,2683.0,2695.0,9,166475.0,190685.0
1767082891.5986025,ADAPTIVE,SELL,1965,1965,1970,1959.2315789473682,1973.9684210526316,8,168440.0,184180.0
1767082891.5986025,ADAPTIVE,BUY,440,435,440,430.4142857142857,442.98571428571427,9,168000.0,171937.5
1767082891.5986025,ADAPTIVE,BUY,220,215,220,211.13125,222.06875,10,167780.0,169955.0
1767082891.6142287,ADAPTIVE,SELL,270,270,275,264.93835616438355,278.06164383561645,9,168050.0,170502.5
1767082891.6142287,ADAPTIVE,SELL,180,180,190,178.85,189.35,8,168230.0,169710.0
1767082891.6216106,ADAPTIVE,SELL,1525,1525,1535,1523.5333333333333,1534.8666666666668,7,169755.0,180465.0
1767082891.6226122,ADAPTIVE,BUY,255,250,255,246.31282051282054,257.2871794871795,8,169500.0,171520.0
1767082891.624603,ADAPTIVE,SELL,155,155,160,149.56715328467152,163.83284671532846,7,169655.0,170757.5
1767082891.6266043,ADAPTIVE,BUY,100,95,100,90.58657487091222,103.01342512908778,8,169555.0,170335.0
1767082891.6286006,ADAPTIVE,SELL,1460,1460,1470,1459.109090909091,1469.290909090909,7,171015.0,181270.0
1767082891.6295998,ADAPTIVE,BUY,160,155,160,150.86603773584906,162.73396226415096,8,170855.0,172115.0
1767082891.6321354,ADAPTIVE,BUY,950,945,950,940.2,953.2,9,169905.0,178432.5
1767082891.633137,ADAPTIVE,BUY,540,535,540,531.6,541.6,10,169365.0,174740.0
1767082891.6351318,ADAPTIVE,SELL,345,345,350,339.1136363636364,353.8863636363636,9,169710.0,172837.5
1767082891.6361315,ADAPTIVE,BUY,135,130,135,126.14999999999999,137.04999999999998,10,169575.0,170900.0
1767082891.6381278,ADAPTIVE,SELL,2585,2585,2595,2583.25,2594.75,9,172160.0,195470.0
1767082891.6391287,ADAPTIVE,BUY,170,165,170,160.6,172.6,10,171990.0,173665.0
1767082891.6411233,ADAPTIVE,SELL,195,195,200,189.7941176470588,203.2058823529412,9,172185.0,173962.5
1767082891.643121,ADAPTIVE,BUY,215,210,215,206.38048780487804,216.81951219512194,10,171970.0,174095.0
1767082891.64412,ADAPTIVE,SELL,95,95,100,89.77384615384615,103.22615384615385,9,172065.0,172942.5
1767082891.6461158,ADAPTIVE,BUY,140,135,140,130.84096385542168,142.3590361445783,10,171925.0,173300.0
1767082891.6471157,ADAPTIVE,SELL,290,290,295,284.50558659217876,298.49441340782124,9,172215.0,174847.5
1767082891.6497223,ADAPTIVE,SELL,190,190,195,184.89460580912862,198.30539419087137,8,172405.0,173945.0
1767082891.6507218,ADAPTIVE,BUY,230,225,230,221.7,231.7,9,172175.0,174222.5
1767082891.6527178,ADAPTIVE,BUY,175,170,175,165.54594594594593,177.65405405405406,10,172000.0,173725.0
1767082891.6537187,ADAPTIVE,SELL,170,170,180,168.625,179.375,9,172170.0,173745.0
1767082891.6557138,ADAPTIVE,SELL,1975,1975,1985,1973.7341463414634,1984.4658536585364,8,174145.0,189985.0
1767082891.6567128,ADAPTIVE,SELL,160,160,165,154.24545454545452,169.15454545454546,7,174305.0,175442.5
1767082891.6587086,ADAPTIVE,BUY,175,170,175,165.88000000000002,177.72,8,174130.0,175510.0
1767082891.6597083,ADAPTIVE,BUY,335,330,335,325.8237911025145,337.57620889748546,9,173795.0,176787.5
1767082891.6617036,ADAPTIVE,SELL,165,165,170,159.021875,174.178125,8,173960.0,175300.0
1767082891.663701,ADAPTIVE,SELL,765,765,775,763.6,774.8000000000001,7,174725.0,180115.0
1767082891.6656985,ADAPTIVE,BUY,165,160,165,156.14285714285717,167.45714285714286,8,174560.0,175860.0
1767082891.6676962,ADAPTIVE,SELL,130,130,135,124.63467336683418,138.7653266331658,7,174690.0,175617.5
1767082891.6686933,ADAPTIVE,SELL,250,250,255,244.74736842105264,258.85263157894735,6,174940.0,176455.0
1767082891.6706915,ADAPTIVE,BUY,185,180,185,175.48823529411766,188.31176470588235,7,174755.0,176032.5
1767082891.6716897,ADAPTIVE,SELL,360,360,370,358.7135338345865,369.88646616541354,6,175115.0,177305.0
1767082891.6736858,ADAPTIVE,SELL,305,305,310,299.7571428571428,314.04285714285714,5,175420.0,176957.5
1767082891.6746855,ADAPTIVE,SELL,150,150,155,144.9438202247191,159.0561797752809,4,175570.0,176180.0
1767082891.6766815,ADAPTIVE,BUY,105,100,105,96.37569479535118,107.82430520464881,5,175465.0,175977.5
1767082891.678678,ADAPTIVE,BUY,390,385,390,380.52054794520546,393.47945205479454,6,175075.0,177400.0
1767082891.7811067,ADAPTIVE,BUY,185,180,185,175.94366812227074,187.85633187772927,7,174890.0,176167.5
1767082891.7811067,ADAPTIVE,BUY,480,475,480,471.1703703703704,482.42962962962963,8,174410.0,178230.0
1767082891.7811067,ADAPTIVE,BUY,585,580,585,575.0150684931507,588.3849315068494,9,173825.0,179067.5
1767082891.7811067,ADAPTIVE,BUY,110,105,110,101.3487684729064,111.85123152709359,10,173715.0,174790.0
1767082891.7811067,ADAPTIVE,SELL,95,95,100,89.79251700680273,103.20748299319727,9,173810.0,174687.5
1767082891.7811067,ADAPTIVE,BUY,275,270,275,266.4663366336634,276.73366336633666,10,173535.0,176260.0
1767082891.7811067,ADAPTIVE,SELL,665,665,675,663.6769230769231,674.3230769230769,9,174200.0,180230.0
1767082891.7811067,ADAPTIVE,BUY,845,840,845,835.6,847.6,10,173355.0,181780.0
1767082891.7811067,ADAPTIVE,SELL,2685,2685,2695,2683.0,2695.0,9,176040.0,200250.0
1767082891.7811067,ADAPTIVE,SELL,1965,1965,1970,1959.2315789473682,1973.9684210526316,8,178005.0,193745.0
1767082891.7811067,ADAPTIVE,BUY,440,435,440,430.4142857142857,442.98571428571427,9,177565.0,181502.5
1767082891.7967424,ADAPTIVE,BUY,220,215,220,211.13125,222.06875,10,177345.0,179520.0
1767082891.7967424,ADAPTIVE,SELL,270,270,275,264.93835616438355,278.06164383561645,9,177615.0,180067.5
1767082891.7967424,ADAPTIVE,SELL,180,180,190,178.85,189.35,8,177795.0,179275.0
1767082891.7967424,ADAPTIVE,SELL,1525,1525,1535,1523.5333333333333,1534.8666666666668,7,179320.0,190030.0
1767082891.7967424,ADAPTIVE,BUY,255,250,255,246.31282051282054,257.2871794871795,8,179065.0,181085.0
1767082891.7967424,ADAPTIVE,SELL,155,155,160,149.56715328467152,163.83284671532846,7,179220.0,180322.5
1767082891.7967424,ADAPTIVE,BUY,100,95,100,90.58657487091222,103.01342512908778,8,179120.0,179900.0
1767082891.7967424,ADAPTIVE,SELL,1460,1460,1470,1459.109090909091,1469.290909090909,7,180580.0,190835.0
1767082891.7967424,ADAPTIVE,BUY,160,155,160,150.86603773584906,162.73396226415096,8,180420.0,181680.0
1767082891.8123658,ADAPTIVE,BUY,950,945,950,940.2,953.2,9,179470.0,187997.5
1767082891.8123658,ADAPTIVE,BUY,540,535,540,531.6,541.6,10,178930.0,184305.0
1767082891.8123658,ADAPTIVE,SELL,345,345,350,339.1136363636364,353.8863636363636,9,179275.0,182402.5
1767082891.8123658,ADAPTIVE,BUY,135,130,135,126.14999999999999,137.04999999999998,10,179140.0,180465.0
1767082891.8123658,ADAPTIVE,SELL,2585,2585,2595,2583.25,2594.75,9,181725.0,205035.0
1767082891.8123658,ADAPTIVE,BUY,170,165,170,160.6,172.6,10,181555.0,183230.0
1767082891.8123658,ADAPTIVE,SELL,195,195,200,189.7941176470588,203.2058823529412,9,181750.0,183527.5
1767082891.8123658,ADAPTIVE,BUY,215,210,215,206.38048780487804,216.81951219512194,10,181535.0,183660.0
1767082891.8123658,ADAPTIVE,SELL,95,95,100,89.77384615384615,103.22615384615385,9,181630.0,182507.5
1767082891.8123658,ADAPTIVE,BUY,140,135,140,130.84096385542168,142.3590361445783,10,181490.0,182865.0
1767082891.8123658,ADAPTIVE,SELL,290,290,295,284.50558659217876,298.49441340782124,9,181780.0,184412.5
1767082891.8279908,ADAPTIVE,SELL,190,190,195,184.89460580912862,198.30539419087137,8,181970.0,183510.0
1767082891.8279908,ADAPTIVE,BUY,230,225,230,221.7,231.7,9,181740.0,183787.5
1767082891.8364522,ADAPTIVE,BUY,175,170,175,165.54594594594593,177.65405405405406,10,181565.0,183290.0
1767082891.8374534,ADAPTIVE,SELL,170,170,180,168.625,179.375,9,181735.0,183310.0
1767082891.8394454,ADAPTIVE,SELL,1975,1975,1985,1973.7341463414634,1984.4658536585364,8,183710.0,199550.0
1767082891.8404458,ADAPTIVE,SELL,160,160,165,154.24545454545452,169.15454545454546,7,183870.0,185007.5
1767082891.8424416,ADAPTIVE,BUY,175,170,175,165.88000000000002,177.72,8,183695.0,185075.0
1767082891.8444388,ADAPTIVE,BUY,335,330,335,325.8237911025145,337.57620889748546,9,183360.0,186352.5
1767082891.846435,ADAPTIVE,SELL,165,165,170,159.021875,174.178125,8,183525.0,184865.0
1767082891.849503,ADAPTIVE,SELL,765,765,775,763.6,774.8000000000001,7,184290.0,189680.0
1767082891.850501,ADAPTIVE,BUY,165,160,165,156.14285714285717,167.45714285714286,8,184125.0,185425.0
1767082891.8534973,ADAPTIVE,SELL,130,130,135,124.63467336683418,138.7653266331658,7,184255.0,185182.5
1767082891.8564963,ADAPTIVE,SELL,250,250,255,244.74736842105264,258.85263157894735,6,184505.0,186020.0
1767082891.8604887,ADAPTIVE,BUY,185,180,185,175.48823529411766,188.31176470588235,7,184320.0,185597.5
1767082891.8624845,ADAPTIVE,SELL,360,360,370,358.7135338345865,369.88646616541354,6,184680.0,186870.0
1767082891.8634832,ADAPTIVE,SELL,305,305,310,299.7571428571428,314.04285714285714,5,184985.0,186522.5
1767082891.8669481,ADAPTIVE,SELL,150,150,155,144.9438202247191,159.0561797752809,4,185135.0,185745.0
1767082891.8694842,ADAPTIVE,BUY,105,100,105,96.37569479535118,107.82430520464881,5,185030.0,185542.5
1767082891.8711982,ADAPTIVE,BUY,390,385,390,380.52054794520546,393.47945205479454,6,184640.0,186965.0
1767082891.975485,ADAPTIVE,BUY,185,180,185,175.94366812227074,187.85633187772927,7,184455.0,185732.5
1767082891.975485,ADAPTIVE,BUY,480,475,480,471.1703703703704,482.42962962962963,8,183975.0,187795.0
1767082891.975485,ADAPTIVE,BUY,585,580,585,575.0150684931507,588.3849315068494,9,183390.0,188632.5
1767082891.9841633,ADAPTIVE,BUY,110,105,110,101.3487684729064,111.85123152709359,10,183280.0,184355.0
1767082891.9851623,ADAPTIVE,SELL,95,95,100,89.79251700680273,103.20748299319727,9,183375.0,184252.5
1767082891.9871588,ADAPTIVE,BUY,275,270,275,266.4663366336634,276.73366336633666,10,183100.0,185825.0
1767082891.990478,ADAPTIVE,SELL,665,665,675,663.6769230769231,674.3230769230769,9,183765.0,189795.0
1767082891.990478,ADAPTIVE,BUY,845,840,845,835.6,847.6,10,182920.0,191345.0
1767082891.990478,ADAPTIVE,SELL,2685,2685,2695,2683.0,2695.0,9,185605.0,209815.0
1767082892.0000458,ADAPTIVE,SELL,1965,1965,1970,1959.2315789473682,1973.9684210526316,8,187570.0,203310.0
1767082892.0020401,ADAPTIVE,BUY,440,435,440,430.4142857142857,442.98571428571427,9,187130.0,191067.5
1767082892.0040374,ADAPTIVE,BUY,220,215,220,211.13125,222.06875,10,186910.0,189085.0
1767082892.0060337,ADAPTIVE,SELL,270,270,275,264.93835616438355,278.06164383561645,9,187180.0,189632.5
1767082892.0070336,ADAPTIVE,SELL,180,180,190,178.85,189.35,8,187360.0,188840.0
1767082892.0090299,ADAPTIVE,SELL,1525,1525,1535,1523.5333333333333,1534.8666666666668,7,188885.0,199595.0
1767082892.0110257,ADAPTIVE,BUY,255,250,255,246.31282051282054,257.2871794871795,8,188630.0,190650.0
1767082892.0130234,ADAPTIVE,SELL,155,155,160,149.56715328467152,163.83284671532846,7,188785.0,189887.5
1767082892.0175936,ADAPTIVE,BUY,100,95,100,90.58657487091222,103.01342512908778,8,188685.0,189465.0
1767082892.018592,ADAPTIVE,SELL,1460,1460,1470,1459.109090909091,1469.290909090909,7,190145.0,200400.0
1767082892.0205894,ADAPTIVE,BUY,160,155,160,150.86603773584906,162.73396226415096,8,189985.0,191245.0
1767082892.0546236,ADAPTIVE,BUY,950,945,950,940.2,953.2,9,189035.0,197562.5
1767082892.067183,ADAPTIVE,BUY,540,535,540,531.6,541.6,10,188495.0,193870.0
1767082892.0691793,ADAPTIVE,SELL,345,345,350,339.1136363636364,353.8863636363636,9,188840.0,191967.5
1767082892.0711765,ADAPTIVE,BUY,135,130,135,126.14999999999999,137.04999999999998,10,188705.0,190030.0
1767082892.0717657,ADAPTIVE,SELL,2585,2585,2595,2583.25,2594.75,9,191290.0,214600.0
1767082892.0717657,ADAPTIVE,BUY,170,165,170,160.6,172.6,10,191120.0,192795.0
1767082892.0717657,ADAPTIVE,SELL,195,195,200,189.7941176470588,203.2058823529412,9,191315.0,193092.5
1767082892.0717657,ADAPTIVE,BUY,215,210,215,206.38048780487804,216.81951219512194,10,191100.0,193225.0
1767082892.0717657,ADAPTIVE,SELL,95,95,100,89.77384615384615,103.22615384615385,9,191195.0,192072.5
1767082892.0717657,ADAPTIVE,BUY,140,135,140,130.84096385542168,142.3590361445783,10,191055.0,192430.0
1767082892.082858,ADAPTIVE,SELL,290,290,295,284.50558659217876,298.49441340782124,9,191345.0,193977.5
1767082892.0848536,ADAPTIVE,SELL,190,190,195,184.89460580912862,198.30539419087137,8,191535.0,193075.0
1767082892.0868497,ADAPTIVE,BUY,230,225,230,221.7,231.7,9,191305.0,193352.5
1767082892.0878477,ADAPTIVE,BUY,175,170,175,165.54594594594593,177.65405405405406,10,191130.0,192855.0
1767082892.089841,ADAPTIVE,SELL,170,170,180,168.625,179.375,9,191300.0,192875.0
1767082892.0908446,ADAPTIVE,SELL,1975,1975,1985,1973.7341463414634,1984.4658536585364,8,193275.0,209115.0
1767082892.0928345,ADAPTIVE,SELL,160,160,165,154.24545454545452,169.15454545454546,7,193435.0,194572.5
1767082892.0948324,ADAPTIVE,BUY,175,170,175,165.88000000000002,177.72,8,193260.0,194640.0
1767082892.0958354,ADAPTIVE,BUY,335,330,335,325.8237911025145,337.57620889748546,9,192925.0,195917.5
1767082892.098831,ADAPTIVE,SELL,165,165,170,159.021875,174.178125,8,193090.0,194430.0
1767082892.1008236,ADAPTIVE,SELL,765,765,775,763.6,774.8000000000001,7,193855.0,199245.0
1767082892.1018245,ADAPTIVE,BUY,165,160,165,156.14285714285717,167.45714285714286,8,193690.0,194990.0
1767082892.1038213,ADAPTIVE,SELL,130,130,135,124.63467336683418,138.7653266331658,7,193820.0,194747.5
1767082892.10482,ADAPTIVE,SELL,250,250,255,244.74736842105264,258.85263157894735,6,194070.0,195585.0
1767082892.106816,ADAPTIVE,BUY,185,180,185,175.48823529411766,188.31176470588235,7,193885.0,195162.5
1767082892.1078136,ADAPTIVE,SELL,360,360,370,358.7135338345865,369.88646616541354,6,194245.0,196435.0
1767082892.1098106,ADAPTIVE,SELL,305,305,310,299.7571428571428,314.04285714285714,5,194550.0,196087.5
1767082892.110811,ADAPTIVE,SELL,150,150,155,144.9438202247191,159.0561797752809,4,194700.0,195310.0
1767082892.1128073,ADAPTIVE,BUY,105,100,105,96.37569479535118,107.82430520464881,5,194595.0,195107.5
1767082892.115802,ADAPTIVE,BUY,390,385,390,380.52054794520546,393.47945205479454,6,194205.0,196530.0
1767082892.3561692,ADAPTIVE,BUY,185,180,185,175.94366812227074,187.85633187772927,7,194020.0,195297.5
1767082892.4100645,ADAPTIVE,SELL,475,475,480,468.90526315789475,484.69473684210527,6,194495.0,197360.0
1767082892.4565728,ADAPTIVE,BUY,585,580,585,575.3117647058823,588.4882352941177,7,193910.0,197987.5
1767082892.4624114,ADAPTIVE,BUY,110,105,110,101.5487684729064,112.05123152709359,8,193800.0,194660.0
1767082892.4656374,ADAPTIVE,SELL,1175,1175,1185,1173.6705882352942,1184.729411764706,7,194975.0,203235.0
1767082892.469127,ADAPTIVE,BUY,100,95,100,90.83716216216216,102.76283783783784,8,194875.0,195655.0
1767082892.4701264,ADAPTIVE,BUY,220,215,220,211.6666254635352,221.73337453646477,9,194655.0,196612.5
1767082892.6117234,ADAPTIVE,SELL,3385,3385,3395,3383.6714285714284,3394.5285714285715,8,198040.0,225160.0
1767082892.6137192,ADAPTIVE,SELL,95,95,100,89.99251700680273,103.40748299319728,7,198135.0,198817.5
1767082892.6173835,ADAPTIVE,BUY,275,270,275,266.6663366336634,276.93366336633665,8,197860.0,200040.0
1767082892.6193838,ADAPTIVE,BUY,535,530,535,525.2869565217392,538.1130434782609,9,197325.0,202117.5
1767082892.6213832,ADAPTIVE,BUY,670,665,670,661.4695652173913,671.7304347826088,10,196655.0,203330.0
1767082892.6236646,ADAPTIVE,SELL,840,840,845,833.6,849.4,9,197495.0,205077.5
1767082892.624873,ADAPTIVE,BUY,435,430,435,426.53333333333336,436.6666666666667,10,197060.0,201385.0
1767082892.6268694,ADAPTIVE,SELL,2685,2685,2695,2683.4,2694.6,9,199745.0,223955.0
1767082892.628871,ADAPTIVE,SELL,1960,1960,1970,1959.1,1969.1,8,201705.0,217425.0
1767082892.631936,ADAPTIVE,BUY,440,435,440,431.62,441.78,9,201265.0,205202.5
1767082892.6329417,ADAPTIVE,BUY,220,215,220,211.13125,222.06875,10,201045.0,203220.0
1767082892.6349323,ADAPTIVE,SELL,270,270,275,264.93835616438355,278.06164383561645,9,201315.0,203767.5
1767082892.6369345,ADAPTIVE,SELL,180,180,190,178.85,189.35,8,201495.0,202975.0
1767082892.6385887,ADAPTIVE,SELL,1525,1525,1530,1519.6473684210528,1533.7526315789473,7,203020.0,213712.5
1767082892.6405852,ADAPTIVE,BUY,255,250,255,246.31282051282054,257.2871794871795,8,202765.0,204785.0
1767082892.6425867,ADAPTIVE,SELL,155,155,160,149.56715328467152,163.83284671532846,7,202920.0,204022.5
1767082892.6453621,ADAPTIVE,BUY,100,95,100,90.58657487091222,103.01342512908778,8,202820.0,203600.0
1767082892.6463566,ADAPTIVE,BUY,1465,1460,1465,1455.7,1467.7,9,201355.0,214517.5
1767082892.6499379,ADAPTIVE,BUY,160,155,160,150.40904522613064,162.79095477386934,10,201195.0,202770.0
1767082892.6521637,ADAPTIVE,SELL,945,945,950,939.5,953.5,9,202140.0,210667.5
1767082892.6541605,ADAPTIVE,BUY,540,535,540,530.3000000000001,542.9,10,201600.0,206975.0
1767082892.6579175,ADAPTIVE,SELL,345,345,350,339.35714285714283,353.64285714285717,9,201945.0,205072.5
1767082892.6599164,ADAPTIVE,BUY,135,130,135,126.14999999999999,137.04999999999998,10,201810.0,203135.0
1767082892.6619132,ADAPTIVE,SELL,2585,2585,2595,2583.5,2594.5,9,204395.0,227705.0
1767082892.6639104,ADAPTIVE,BUY,170,165,170,160.6,172.6,10,204225.0,205900.0
1767082892.6670847,ADAPTIVE,SELL,195,195,200,189.7941176470588,203.2058823529412,9,204420.0,206197.5
1767082892.669077,ADAPTIVE,BUY,215,210,215,206.38048780487804,216.81951219512194,10,204205.0,206330.0
1767082892.6713612,ADAPTIVE,SELL,95,95,100,89.77384615384615,103.22615384615385,9,204300.0,205177.5
1767082892.6733606,ADAPTIVE,BUY,140,135,140,130.84096385542168,142.3590361445783,10,204160.0,205535.0
1767082892.675358,ADAPTIVE,SELL,290,290,295,284.50558659217876,298.49441340782124,9,204450.0,207082.5
1767082892.6782367,ADAPTIVE,SELL,190,190,195,184.875,198.325,8,204640.0,206180.0
1767082892.6802356,ADAPTIVE,BUY,230,225,230,221.7,231.7,9,204410.0,206457.5
1767082892.683143,ADAPTIVE,BUY,175,170,175,165.54594594594593,177.65405405405406,10,204235.0,205960.0
1767082892.6860957,ADAPTIVE,SELL,170,170,180,168.625,179.375,9,204405.0,205980.0
1767082892.7134838,ADAPTIVE,BUY,1980,1975,1980,1970.509090909091,1982.690909090909,10,202425.0,222200.0
1767082892.7613082,ADAPTIVE,SELL,160,160,165,154.04545454545453,168.95454545454547,9,202585.0,204047.5
1767082892.7633054,ADAPTIVE,BUY,175,170,175,165.68,177.51999999999998,10,202410.0,204135.0
1767082892.7663772,ADAPTIVE,SELL,165,165,170,158.921875,174.078125,9,202575.0,204082.5
1767082892.7683787,ADAPTIVE,BUY,770,765,770,760.3777777777779,772.8222222222222,10,201805.0,209480.0
1767082892.771376,ADAPTIVE,SELL,130,130,135,124.43467336683418,138.56532663316582,9,201935.0,203127.5
1767082892.7743,ADAPTIVE,SELL,250,250,255,244.54736842105262,258.65263157894736,8,202185.0,204205.0
1767082892.7767982,ADAPTIVE,BUY,185,180,185,175.28823529411764,188.11176470588234,9,202000.0,203642.5
1767082892.7801187,ADAPTIVE,SELL,360,360,370,358.5135338345865,369.68646616541355,8,202360.0,205280.0
1767082892.7829309,ADAPTIVE,SELL,305,305,310,299.5571428571428,313.84285714285716,7,202665.0,204817.5
1767082892.788526,ADAPTIVE,SELL,150,150,155,144.74382022471912,158.8561797752809,6,202815.0,203730.0
1767082892.790529,ADAPTIVE,BUY,105,100,105,96.17569479535119,107.62430520464882,7,202710.0,203427.5
1767082892.7934983,ADAPTIVE,BUY,390,385,390,380.90714285714284,392.6928571428572,8,202320.0,205420.0
1767082892.901397,ADAPTIVE,BUY,185,180,185,175.74366812227072,187.65633187772926,9,202135.0,203777.5
1767082892.9023955,ADAPTIVE,SELL,475,475,480,468.70526315789476,484.4947368421053,8,202610.0,206430.0
1767082892.9053872,ADAPTIVE,BUY,585,580,585,575.1117647058824,588.2882352941177,9,202025.0,207267.5
1767082892.9073877,ADAPTIVE,BUY,110,105,110,101.3487684729064,111.85123152709359,10,201915.0,202990.0
1767082892.908385,ADAPTIVE,SELL,1175,1175,1185,1173.4705882352941,1184.5294117647059,9,203090.0,213710.0
1767082892.9103837,ADAPTIVE,BUY,100,95,100,90.63716216216216,102.56283783783783,10,202990.0,203965.0
1767082892.9113805,ADAPTIVE,SELL,3385,3385,3395,3383.5714285714284,3394.4285714285716,9,206375.0,236885.0
1767082892.9133775,ADAPTIVE,SELL,95,95,100,89.89251700680272,103.30748299319727,8,206470.0,207250.0
1767082892.9153745,ADAPTIVE,BUY,275,270,275,266.56633663366335,276.8336633663366,9,206195.0,208647.5
1767082892.9173717,ADAPTIVE,BUY,535,530,535,525.1869565217391,538.0130434782609,10,205660.0,210985.0
1767082892.9193683,ADAPTIVE,SELL,840,840,845,833.6,849.4,9,206500.0,214082.5
1767082892.920368,ADAPTIVE,BUY,435,430,435,426.53333333333336,436.6666666666667,10,206065.0,210390.0
1767082892.9223633,ADAPTIVE,SELL,2685,2685,2695,2683.4,2694.6,9,208750.0,232960.0
1767082892.9243581,ADAPTIVE,SELL,1960,1960,1970,1959.1,1969.1,8,210710.0,226430.0
1767082892.9253602,ADAPTIVE,BUY,440,435,440,431.62,441.78,9,210270.0,214207.5
1767082892.9283557,ADAPTIVE,BUY,220,215,220,211.13125,222.06875,10,210050.0,212225.0
1767082892.9303565,ADAPTIVE,SELL,270,270,275,264.93835616438355,278.06164383561645,9,210320.0,212772.5
1767082892.9323485,ADAPTIVE,SELL,180,180,190,178.85,189.35,8,210500.0,211980.0
1767082892.9343455,ADAPTIVE,SELL,1525,1525,1530,1519.6473684210528,1533.7526315789473,7,212025.0,222717.5
1767082892.9383402,ADAPTIVE,BUY,255,250,255,246.31282051282054,257.2871794871795,8,211770.0,213790.0
